Protein,Ligand,Best Run,Binding Energy (kcal/mol)
model_01_psef_protein,N-acetylcarnosine,60,-5.09
model_01_psef_protein,4-carboxy-3-hydroxyphenylglycine-(S),48,-5.08
model_01_psef_protein,nelarabine,25,-5.08
model_01_psef_protein,piperazine,5,-5.08
model_01_psef_protein,CL-225385,13,-5.07
model_01_psef_protein,4-phenolsulfonic-acid,25,-5.07
model_01_psef_protein,scopine,47,-5.07
model_01_psef_protein,4-aminohippuric-acid,59,-5.07
model_01_psef_protein,malathion,100,-5.07
model_01_psef_protein,didox,71,-5.06
model_01_psef_protein,apocynin,53,-5.06
model_01_psef_protein,lisadimate,97,-5.06
model_01_psef_protein,benzyl-isothiocyanate,40,-5.06
model_01_psef_protein,mestinon,83,-5.06
model_01_psef_protein,flopropione,6,-5.06
model_01_psef_protein,adenosine-triphosphate,15,-5.06
model_01_psef_protein,acetanilide,35,-5.06
model_01_psef_protein,etamsylate,59,-5.05
model_01_psef_protein,eugenol,23,-5.05
model_01_psef_protein,clofibric-acid,69,-5.05
model_01_psef_protein,paroxypropione,8,-5.04
model_01_psef_protein,L-theanine,95,-5.04
model_01_psef_protein,rilmenidine,93,-5.04
model_01_psef_protein,L-arginine,20,-5.04
model_01_psef_protein,azaguanine-8,45,-5.03
model_01_psef_protein,squaric-acid-dibutyl-ester,26,-5.03
model_01_psef_protein,thioguanine,17,-5.03
model_01_psef_protein,alpha-asarone,52,-5.03
model_01_psef_protein,perfluorohexyloctane,94,-5.02
model_01_psef_protein,chlorocresol,6,-5.02
model_01_psef_protein,ethyl-paraben,24,-5.02
model_01_psef_protein,SGS-742,40,-5.02
model_01_psef_protein,phenylbutyrate,18,-5.02
model_01_psef_protein,pivanex,43,-5.02
model_01_psef_protein,chloroxylenol,91,-5.02
model_01_psef_protein,N-hydroxynicotinamide,93,-5.02
model_01_psef_protein,propatylnitrate,20,-5.02
model_01_psef_protein,pivagabine,47,-5.02
model_01_psef_protein,propyl-benzoate,16,-5.01
model_01_psef_protein,UBP-302,62,-5.01
model_01_psef_protein,pyrazinoylguanidine,66,-5.0
model_01_psef_protein,7-methylxanthine,49,-5.0
model_01_psef_protein,dimaprit,14,-5.0
model_01_psef_protein,symclosene,1,-5.0
model_01_psef_protein,dyphylline,61,-5.0
model_01_psef_protein,guanidinoethyldisulfide-bicarbonate,86,-5.0
model_01_psef_protein,LY2140023,54,-4.99
model_01_psef_protein,IOX1,6,-4.99
model_01_psef_protein,paracetamol,6,-4.99
model_01_psef_protein,PRIMA1,98,-4.98
model_01_psef_protein,trans-4-methoxycinnamic-acid,47,-4.98
model_01_psef_protein,oxypurinol,1,-4.98
model_01_psef_protein,"4-acetyl-1,1-dimethylpiperazinium",30,-4.97
model_01_psef_protein,undecylenic-acid,57,-4.97
model_01_psef_protein,benaxibine,86,-4.95
model_01_psef_protein,metformin,10,-4.95
model_01_psef_protein,sodium-danshensu,52,-4.95
model_01_psef_protein,MK-1903,49,-4.95
model_01_psef_protein,5-methylfurmethiodide,23,-4.95
model_01_psef_protein,citiolone,7,-4.95
model_01_psef_protein,aminomethyltransferase,54,-4.94
model_01_psef_protein,ethimizol,83,-4.94
model_01_psef_protein,L-690330,59,-4.93
model_01_psef_protein,anethole,45,-4.93
model_01_psef_protein,miglitol,62,-4.93
model_01_psef_protein,oxiracetam,8,-4.93
model_01_psef_protein,linsidomine,20,-4.93
model_01_psef_protein,phenylmethylsulfonyl-fluoride,1,-4.93
model_01_psef_protein,ferulic-acid,93,-4.92
model_01_psef_protein,kifunensine,85,-4.92
model_01_psef_protein,captopril,5,-4.92
model_01_psef_protein,"3,4-DCPG-(+_-)",34,-4.91
model_01_psef_protein,moroxydine,16,-4.91
model_01_psef_protein,immethridine,9,-4.91
model_01_psef_protein,propylthiouracil,70,-4.91
model_01_psef_protein,pyridoxal,72,-4.91
model_01_psef_protein,amifampridine,2,-4.91
model_01_psef_protein,zanamivir,79,-4.9
model_01_psef_protein,cis-ACPD,50,-4.9
model_01_psef_protein,4-propylbenzoic-acid,4,-4.9
model_01_psef_protein,L-lysine,41,-4.9
model_01_psef_protein,6-diazo-5-oxo-L-norleucine,54,-4.89
model_01_psef_protein,calcium-levofolinate,11,-4.89
model_01_psef_protein,BRD-K00024725-001-01-9,1,-4.89
model_01_psef_protein,acedoben,99,-4.88
model_01_psef_protein,clavulanate,11,-4.88
model_01_psef_protein,enprofylline,2,-4.88
model_01_psef_protein,nonoxynol-9,68,-4.88
model_01_psef_protein,4-carboxy-3-hydroxyphenylglycine-(RS),52,-4.88
model_01_psef_protein,dehydroacetic-acid,1,-4.88
model_01_psef_protein,ronidazole,29,-4.87
model_01_psef_protein,2-iminobiotin,95,-4.87
model_01_psef_protein,nikethamide,3,-4.87
model_01_psef_protein,methyl-salicylate,5,-4.86
model_01_psef_protein,"3,4-DCPG-(S)",48,-4.86
model_01_psef_protein,lodoxamide,69,-4.86
model_01_psef_protein,4-galactosyllactose,73,-4.85
model_01_psef_protein,gimeracil,35,-4.85
model_01_psef_protein,nimorazole,46,-4.85
model_01_psef_protein,buramate,90,-4.84
model_01_psef_protein,eflornithine,62,-4.84
model_01_psef_protein,ornidazole,53,-4.84
model_01_psef_protein,L-ergothioneine,21,-4.84
model_01_psef_protein,chuanxiongzine,12,-4.84
model_01_psef_protein,D-(+)-maltose,10,-4.84
model_01_psef_protein,3-anilinopropan-1-ol,59,-4.83
model_01_psef_protein,resorcinol-monoacetate,46,-4.83
model_01_psef_protein,2-methyl-5-nitrophenol,4,-4.83
model_01_psef_protein,valnoctamide,18,-4.82
model_01_psef_protein,risedronate,77,-4.82
model_01_psef_protein,troclosene,78,-4.82
model_01_psef_protein,cidofovir,22,-4.82
model_01_psef_protein,benzonatate,38,-4.79
model_01_psef_protein,kainic-acid,64,-4.78
model_01_psef_protein,emoxipin,84,-4.78
model_01_psef_protein,hippuric-acid,74,-4.78
model_01_psef_protein,dixanthogen,91,-4.78
model_01_psef_protein,isoniazid,65,-4.78
model_01_psef_protein,piracetam,50,-4.77
model_01_psef_protein,"2,4-dinitrophenol",52,-4.77
model_01_psef_protein,busulfan,27,-4.77
model_01_psef_protein,aminophylline,3,-4.77
model_01_psef_protein,metacresol,53,-4.77
model_01_psef_protein,guvacine,29,-4.76
model_01_psef_protein,"D,L-mevalonic-acid-lactone",4,-4.76
model_01_psef_protein,TRIM,27,-4.75
model_01_psef_protein,MIRA-1,8,-4.75
model_01_psef_protein,imeglimin,3,-4.75
model_01_psef_protein,paramethadione,19,-4.75
model_01_psef_protein,sanazole,11,-4.75
model_01_psef_protein,OR-486,14,-4.75
model_01_psef_protein,DMNB,37,-4.74
model_01_psef_protein,ethyl-vanillin,94,-4.73
model_01_psef_protein,paraxanthine,1,-4.73
model_01_psef_protein,caffeine,12,-4.73
model_01_psef_protein,kevetrin,76,-4.72
model_01_psef_protein,mephenesin,84,-4.72
model_01_psef_protein,favipiravir,75,-4.72
model_01_psef_protein,acyclovir,5,-4.72
model_01_psef_protein,DMSO,1,-4.72
model_01_psef_protein,mandelic-acid,64,-4.71
model_01_psef_protein,uric-acid,3,-4.71
model_01_psef_protein,teroxirone,44,-4.71
model_01_psef_protein,isoleucine,34,-4.71
model_01_psef_protein,1-acetyl-4-methylpiperazine,9,-4.7
model_01_psef_protein,caffeic-acid,10,-4.7
model_01_psef_protein,theobromine,1,-4.7
model_01_psef_protein,nicorandil,1,-4.7
model_01_psef_protein,methylparaben,77,-4.7
model_01_psef_protein,cabagin,78,-4.7
model_01_psef_protein,cinnamaldehyde,76,-4.69
model_01_psef_protein,potassium-p-aminobenzoate,92,-4.68
model_01_psef_protein,valpromide,17,-4.68
model_01_psef_protein,phenylethyl-alcohol,39,-4.68
model_01_psef_protein,3-carboxy-4-hydroxyphenylglycine-(R),19,-4.68
model_01_psef_protein,aspirin,26,-4.68
model_01_psef_protein,"3,4-DCPG-(R)",44,-4.68
model_01_psef_protein,erdosteine,35,-4.67
model_01_psef_protein,hypoxanthine,62,-4.67
model_01_psef_protein,mepiroxol,52,-4.67
model_01_psef_protein,naringeninic-acid,78,-4.67
model_01_psef_protein,L-(+)-rhamnose-monohydrate,58,-4.66
model_01_psef_protein,o-mercapto-benzoic-acid,1,-4.66
model_01_psef_protein,parachlorophenol,5,-4.65
model_01_psef_protein,creatinine,64,-4.65
model_01_psef_protein,hydroquinone,17,-4.65
model_01_psef_protein,nithiamide,20,-4.65
model_01_psef_protein,pralidoxime,6,-4.65
model_01_psef_protein,vanillin,5,-4.64
model_01_psef_protein,deazaguanine,28,-4.64
model_01_psef_protein,pyrrolidine-dithiocarbamate,6,-4.64
model_01_psef_protein,clomesone,9,-4.64
model_01_psef_protein,3-carboxy-4-hydroxyphenylglycine-(S),66,-4.64
model_01_psef_protein,dexpanthenol,20,-4.63
model_01_psef_protein,resorcinol,10,-4.62
model_01_psef_protein,adenine,11,-4.62
model_01_psef_protein,SEP-227900,94,-4.62
model_01_psef_protein,bethanechol,36,-4.62
model_01_psef_protein,UBP-310,50,-4.62
model_01_psef_protein,2-ethoxybenzoic-acid,7,-4.61
model_01_psef_protein,caracemide,54,-4.61
model_01_psef_protein,aminosalicylate,9,-4.61
model_01_psef_protein,colistimethate,11,-4.61
model_01_psef_protein,isaxonine,30,-4.61
model_01_psef_protein,acefylline,63,-4.6
model_01_psef_protein,mebicar,4,-4.59
model_01_psef_protein,SM-108,15,-4.59
model_01_psef_protein,L-glutamine,64,-4.59
model_01_psef_protein,dacarbazine,82,-4.58
model_01_psef_protein,ID-1101,38,-4.58
model_01_psef_protein,eglumetad,26,-4.57
model_01_psef_protein,disodium-sebacate,81,-4.57
model_01_psef_protein,L-monomethylarginine,100,-4.57
model_01_psef_protein,sulforaphane,2,-4.56
model_01_psef_protein,2-thiouracil,51,-4.56
model_01_psef_protein,telmesteine,65,-4.55
model_01_psef_protein,methionine,67,-4.55
model_01_psef_protein,methylthiouracil,4,-4.55
model_01_psef_protein,hydroxytoluic-acid,30,-4.55
model_01_psef_protein,proacipimox,6,-4.55
model_01_psef_protein,azaserine,9,-4.55
model_01_psef_protein,mesalazine,53,-4.55
model_01_psef_protein,fagomine,21,-4.54
model_01_psef_protein,timonacic,7,-4.53
model_01_psef_protein,nicotinamide,7,-4.53
model_01_psef_protein,ganciclovir,68,-4.52
model_01_psef_protein,thiram,46,-4.52
model_01_psef_protein,shikimic-acid,1,-4.52
model_01_psef_protein,benzyl-alcohol,32,-4.52
model_01_psef_protein,pralidoxime-chloride,15,-4.51
model_01_psef_protein,cresol,6,-4.51
model_01_psef_protein,d-pinitol,9,-4.5
model_01_psef_protein,lactulose,29,-4.5
model_01_psef_protein,trimethadione,4,-4.49
model_01_psef_protein,phenol,1,-4.49
model_01_psef_protein,isoguvacine,2,-4.49
model_01_psef_protein,trometamol,33,-4.49
model_01_psef_protein,meglumine,88,-4.48
model_01_psef_protein,L-leucine,39,-4.48
model_01_psef_protein,ammonium-lactate,4,-4.48
model_01_psef_protein,dimethadione,22,-4.48
model_01_psef_protein,allopurinol,6,-4.48
model_01_psef_protein,vigabatrin,3,-4.47
model_01_psef_protein,oxaceprol,77,-4.45
model_01_psef_protein,asaraldehyde,8,-4.45
model_01_psef_protein,cresopirine,62,-4.45
model_01_psef_protein,L-hydroxyproline,36,-4.45
model_01_psef_protein,tribromoethanol,12,-4.45
model_01_psef_protein,deferiprone,85,-4.44
model_01_psef_protein,acexamic-acid,70,-4.44
model_01_psef_protein,ornithine,86,-4.43
model_01_psef_protein,guaiacol,41,-4.43
model_01_psef_protein,carglumic-acid,21,-4.42
model_01_psef_protein,piperazinedione,37,-4.41
model_01_psef_protein,phloroglucin,6,-4.41
model_01_psef_protein,penciclovir,15,-4.41
model_01_psef_protein,2-deoxyglucose,84,-4.4
model_01_psef_protein,monoctanoin,13,-4.4
model_01_psef_protein,pantothenic-acid,51,-4.4
model_01_psef_protein,gadoterate-meglumine,87,-4.4
model_01_psef_protein,aceglutamide,26,-4.4
model_01_psef_protein,mercaptopurine,79,-4.39
model_01_psef_protein,mequinol,24,-4.39
model_01_psef_protein,sodium-ascorbate,62,-4.38
model_01_psef_protein,azodicarbonamide,1,-4.37
model_01_psef_protein,3-methyladenine,9,-4.37
model_01_psef_protein,salicylic-acid,1,-4.37
model_01_psef_protein,"2-ethyl-1,3-hexanediol",11,-4.36
model_01_psef_protein,mecysteine,36,-4.36
model_01_psef_protein,carbachol,99,-4.36
model_01_psef_protein,enbucrilate,2,-4.35
model_01_psef_protein,L-asparagine-N-hydroxy,87,-4.35
model_01_psef_protein,gallic-acid,11,-4.35
model_01_psef_protein,clomethiazole,79,-4.34
model_01_psef_protein,D-7193,93,-4.34
model_01_psef_protein,acipimox,2,-4.33
model_01_psef_protein,secnidazole,6,-4.33
model_01_psef_protein,S-isopropylisothiourea,71,-4.32
model_01_psef_protein,triptan,6,-4.31
model_01_psef_protein,5-methylhydantoin-(L),4,-4.3
model_01_psef_protein,carbimazole,3,-4.3
model_01_psef_protein,acetyl-l-leucine,78,-4.29
model_01_psef_protein,flucytosine,12,-4.29
model_01_psef_protein,uracil,2,-4.28
model_01_psef_protein,L-methionine,48,-4.28
model_01_psef_protein,alisporivir,53,-4.28
model_01_psef_protein,dalfampridine,4,-4.28
model_01_psef_protein,homoquinolinic-acid,26,-4.28
model_01_psef_protein,L-NAME,46,-4.28
model_01_psef_protein,methacholine,80,-4.27
model_01_psef_protein,triflusal,18,-4.26
model_01_psef_protein,adaprev,1,-4.26
model_01_psef_protein,dimethyl-isosorbide,23,-4.26
model_01_psef_protein,EF5,79,-4.26
model_01_psef_protein,azelaic-acid,51,-4.25
model_01_psef_protein,5-fluorouracil,3,-4.25
model_01_psef_protein,hexylene-glycol,4,-4.25
model_01_psef_protein,guaifenesin,9,-4.24
model_01_psef_protein,choline-alfoscerate,64,-4.24
model_01_psef_protein,L-proline,6,-4.23
model_01_psef_protein,oxiniacic-acid,2,-4.23
model_01_psef_protein,ascorbic-acid,29,-4.23
model_01_psef_protein,hepsulfam,57,-4.23
model_01_psef_protein,alanosine,66,-4.23
model_01_psef_protein,fudosteine,15,-4.22
model_01_psef_protein,L-valine,66,-4.21
model_01_psef_protein,isosorbide,29,-4.21
model_01_psef_protein,tramiprosate,70,-4.2
model_01_psef_protein,isovaleramide,1,-4.18
model_01_psef_protein,fosfosal,8,-4.17
model_01_psef_protein,meparfylon,29,-4.17
model_01_psef_protein,palifosfamide,33,-4.17
model_01_psef_protein,gluconolactone,65,-4.16
model_01_psef_protein,80841-78-7,17,-4.16
model_01_psef_protein,caprylic-acid,91,-4.16
model_01_psef_protein,nicotinyl-alcohol-tartrate,69,-4.16
model_01_psef_protein,misonidazole,99,-4.15
model_01_psef_protein,3-methyl-GABA,41,-4.15
model_01_psef_protein,L-asparagine,54,-4.15
model_01_psef_protein,ectoine,79,-4.15
model_01_psef_protein,allicin,37,-4.14
model_01_psef_protein,benzoic-acid,67,-4.13
model_01_psef_protein,5-methylhydantoin-(D),2,-4.13
model_01_psef_protein,inositol,7,-4.13
model_01_psef_protein,5-hydroxydecanoic-acid,35,-4.12
model_01_psef_protein,chlorobutanol,53,-4.12
model_01_psef_protein,cabaletta,13,-4.11
model_01_psef_protein,trigonelline,1,-4.11
model_01_psef_protein,valproic-acid,78,-4.11
model_01_psef_protein,clodronic-acid,98,-4.1
model_01_psef_protein,5-fluoro-3-pyridyl-methanol,34,-4.09
model_01_psef_protein,perfluorodecalin,19,-4.09
model_01_psef_protein,methyl-nicotinate,6,-4.07
model_01_psef_protein,allylthiourea,37,-4.07
model_01_psef_protein,isoflurophate,13,-4.07
model_01_psef_protein,cysteamine,44,-4.06
model_01_psef_protein,dichlorvos,31,-4.05
model_01_psef_protein,levocarnitine-propionate,91,-4.05
model_01_psef_protein,MDMS,14,-4.05
model_01_psef_protein,N-acetylmannosamine,13,-4.05
model_01_psef_protein,triacetin,44,-4.04
model_01_psef_protein,tetramethylthiuram-monosulfide,100,-4.04
model_01_psef_protein,dapansutrile,20,-4.04
model_01_psef_protein,S-methylcysteine,3,-4.03
model_01_psef_protein,piconol,1,-4.03
model_01_psef_protein,orotic-acid,18,-4.02
model_01_psef_protein,ditiocarb-sodium-trihydrate,34,-4.01
model_01_psef_protein,pidolic-acid,1,-3.99
model_01_psef_protein,eprodisate,70,-3.97
model_01_psef_protein,1-ethyl-2-pyrrolidone,1,-3.97
model_01_psef_protein,pyrazinamide,3,-3.97
model_01_psef_protein,aminoguanidine,1,-3.97
model_01_psef_protein,tiopronin,83,-3.96
model_01_psef_protein,1-octanol,2,-3.95
model_01_psef_protein,azomycin-(2-nitroimidazole),2,-3.95
model_01_psef_protein,isobutyramide,5,-3.95
model_01_psef_protein,L-threonine,75,-3.95
model_01_psef_protein,N-acetylglycyl-D-glutamic-acid,76,-3.95
model_01_psef_protein,aminohydroxybutyric-acid,81,-3.94
model_01_psef_protein,cis-urocanic-acid,87,-3.94
model_01_psef_protein,2-fluoro-2-deoxy-D-galactose,90,-3.94
model_01_psef_protein,aminocaproic-acid,35,-3.93
model_01_psef_protein,2-(3-mercaptopropyl)pentanedioic-acid,54,-3.92
model_01_psef_protein,acetylcholine,3,-3.9
model_01_psef_protein,ZAPA,57,-3.9
model_01_psef_protein,oxonic-acid,15,-3.9
model_01_psef_protein,dimetridazole,7,-3.9
model_01_psef_protein,4-pyrimidinecarbonitrile,8,-3.9
model_01_psef_protein,zoledronic-acid,51,-3.89
model_01_psef_protein,DMPS,3,-3.89
model_01_psef_protein,metronidazole,29,-3.89
model_01_psef_protein,acamprosate,21,-3.88
model_01_psef_protein,5-FP,28,-3.87
model_01_psef_protein,C-751,1,-3.87
model_01_psef_protein,thiotepa,4,-3.87
model_01_psef_protein,sorbic-acid,61,-3.87
model_01_psef_protein,trofinetide,22,-3.86
model_01_psef_protein,thiostrepton,95,-3.86
model_01_psef_protein,creatinol-phosphate,88,-3.86
model_01_psef_protein,procysteine,3,-3.85
model_01_psef_protein,5-hydroxyectoine,15,-3.85
model_01_psef_protein,cyacetacide,14,-3.84
model_01_psef_protein,metrifonate,16,-3.84
model_01_psef_protein,picolinic-acid,21,-3.83
model_01_psef_protein,etoxybamide,75,-3.81
model_01_psef_protein,O-acetyl-L-serine,7,-3.8
model_01_psef_protein,aminothiadiazole,13,-3.8
model_01_psef_protein,EIT-hydrobromide,7,-3.8
model_01_psef_protein,levocarnitine,9,-3.8
model_01_psef_protein,2-fluorofucose,15,-3.79
model_01_psef_protein,N-methylpyrrolidone,1,-3.79
model_01_psef_protein,maltobionic-acid,79,-3.79
model_01_psef_protein,methimazole,26,-3.79
model_01_psef_protein,fosfomycin,22,-3.78
model_01_psef_protein,spaglumic-acid,2,-3.78
model_01_psef_protein,glutathione,79,-3.78
model_01_psef_protein,amylene-hydrate,78,-3.78
model_01_psef_protein,mannitol-D,99,-3.78
model_01_psef_protein,aminothiazole,2,-3.77
model_01_psef_protein,dimercaprol,74,-3.77
model_01_psef_protein,meldonium,92,-3.77
model_01_psef_protein,NG-nitro-arginine,26,-3.77
model_01_psef_protein,L-cysteine,87,-3.76
model_01_psef_protein,5-HMF,4,-3.76
model_01_psef_protein,bronopol,55,-3.76
model_01_psef_protein,niacin,16,-3.76
model_01_psef_protein,carnitine-(D_L),52,-3.75
model_01_psef_protein,alpha-D-glucopyranose,51,-3.74
model_01_psef_protein,N-acetyl-D-glucosamine,79,-3.74
model_01_psef_protein,perflubron,23,-3.74
model_01_psef_protein,trichloroethylene,3,-3.74
model_01_psef_protein,lacitol,60,-3.73
model_01_psef_protein,alanine,22,-3.71
model_01_psef_protein,acetylcysteine,33,-3.71
model_01_psef_protein,daminozide,76,-3.7
model_01_psef_protein,ACPC,5,-3.7
model_01_psef_protein,dextrose,93,-3.7
model_01_psef_protein,creatine,35,-3.68
model_01_psef_protein,cyclocreatine,26,-3.67
model_01_psef_protein,L-alanine,21,-3.67
model_01_psef_protein,L-cysteinesulfinic-acid,60,-3.66
model_01_psef_protein,aceneuramic-acid,71,-3.65
model_01_psef_protein,fomepizole,1,-3.65
model_01_psef_protein,PMPA,18,-3.64
model_01_psef_protein,5-aminolevulinic-acid,62,-3.64
model_01_psef_protein,meglutol,98,-3.64
model_01_psef_protein,etanidazole,38,-3.63
model_01_psef_protein,choline,54,-3.62
model_01_psef_protein,2-chloropyrazine,10,-3.61
model_01_psef_protein,ZAMI-633,70,-3.59
model_01_psef_protein,ardeparin,15,-3.59
model_01_psef_protein,gamma-aminobutyric-acid,74,-3.59
model_01_psef_protein,guanidinopropionic-acid,12,-3.58
model_01_psef_protein,3-bromopyruvate,1,-3.58
model_01_psef_protein,guanidine,4,-3.55
model_01_psef_protein,dimesna,33,-3.54
model_01_psef_protein,tagatose,66,-3.53
model_01_psef_protein,quinolinic-acid,14,-3.53
model_01_psef_protein,adipic-acid,24,-3.52
model_01_psef_protein,xylose,14,-3.52
model_01_psef_protein,dimethyl-fumarate,54,-3.51
model_01_psef_protein,"2,5-furandimethanol",4,-3.51
model_01_psef_protein,hydroxyurea,4,-3.51
model_01_psef_protein,captamine,48,-3.49
model_01_psef_protein,HQK-1001,5,-3.49
model_01_psef_protein,D-serine,11,-3.49
model_01_psef_protein,dextran,14,-3.48
model_01_psef_protein,taurine,50,-3.48
model_01_psef_protein,AZD4282,57,-3.45
model_01_psef_protein,2-methylimidazole,23,-3.45
model_01_psef_protein,dimercaptosuccinic-acid,22,-3.44
model_01_psef_protein,urea,100,-3.43
model_01_psef_protein,fumonisin-B1,73,-3.41
model_01_psef_protein,cis-aconitic-acid,3,-3.38
model_01_psef_protein,SYM-2081,84,-3.38
model_01_psef_protein,sucrose,83,-3.38
model_01_psef_protein,pamidronate,24,-3.36
model_01_psef_protein,ethyl-pyruvate,60,-3.36
model_01_psef_protein,fluoromethylcholine,19,-3.35
model_01_psef_protein,etidronic-acid,70,-3.34
model_01_psef_protein,dexfosfoserine,65,-3.33
model_01_psef_protein,2-oxoglutaric-acid,18,-3.33
model_01_psef_protein,polidocanol,46,-3.33
model_01_psef_protein,ammonium-perfluorocaprylate,64,-3.32
model_01_psef_protein,monomethyl-fumarate,66,-3.3
model_01_psef_protein,urethane,8,-3.29
model_01_psef_protein,allylisothiocyanate,67,-3.23
model_01_psef_protein,methoxyflurane,41,-3.21
model_01_psef_protein,NOV-002,83,-3.2
model_01_psef_protein,dianhydrogalactitol,46,-3.19
model_01_psef_protein,trans-4-hydroxycrotonic-acid,11,-3.18
