Protein,Ligand,Best Run,Binding Energy (kcal/mol)
model_01_psef_protein,carmofur,75,-6.22
model_01_psef_protein,tolonidine,38,-6.22
model_01_psef_protein,uridine,99,-6.22
model_01_psef_protein,"2,3-DCPE",24,-6.21
model_01_psef_protein,N-methyllidocaine-iodide,21,-6.21
model_01_psef_protein,2-BFI,1,-6.21
model_01_psef_protein,carmustine,15,-6.21
model_01_psef_protein,cirazoline,83,-6.21
model_01_psef_protein,methoxyphenamine,55,-6.21
model_01_psef_protein,diflunisal,4,-6.21
model_01_psef_protein,teriflunomide,7,-6.21
model_01_psef_protein,trolox,38,-6.21
model_01_psef_protein,rivanicline,14,-6.21
model_01_psef_protein,caroxazone,53,-6.21
model_01_psef_protein,Y-11,42,-6.21
model_01_psef_protein,gemcadiol,33,-6.21
model_01_psef_protein,MDL-29951,2,-6.21
model_01_psef_protein,VU0361737,31,-6.2
model_01_psef_protein,flurofamide,44,-6.2
model_01_psef_protein,TC-E-5002,76,-6.2
model_01_psef_protein,cerulenin,45,-6.2
model_01_psef_protein,SU3327,92,-6.2
model_01_psef_protein,benfluralin,8,-6.2
model_01_psef_protein,impentamine,70,-6.2
model_01_psef_protein,flufenamic-acid,86,-6.2
model_01_psef_protein,bufexamac,50,-6.19
model_01_psef_protein,cytidine,42,-6.19
model_01_psef_protein,nitenpyram,32,-6.19
model_01_psef_protein,INS316,17,-6.19
model_01_psef_protein,thiopental,57,-6.19
model_01_psef_protein,iobenguane,1,-6.19
model_01_psef_protein,emtricitabine,23,-6.19
model_01_psef_protein,ORG-12962,69,-6.19
model_01_psef_protein,RS-45041-190,1,-6.18
model_01_psef_protein,zaltidine,49,-6.18
model_01_psef_protein,fenigam,8,-6.18
model_01_psef_protein,azacitidine,92,-6.18
model_01_psef_protein,picartamide,1,-6.18
model_01_psef_protein,procaine,46,-6.17
model_01_psef_protein,"4,4-pentamethylenepiperidine",5,-6.17
model_01_psef_protein,tolimidone,19,-6.17
model_01_psef_protein,piroximone,76,-6.17
model_01_psef_protein,chlorpropham,7,-6.17
model_01_psef_protein,3-bromo-7-nitroindazole,10,-6.17
model_01_psef_protein,hexaminolevulinate,78,-6.17
model_01_psef_protein,CDK1-5-inhibitor,1,-6.17
model_01_psef_protein,VGX-1027,65,-6.16
model_01_psef_protein,SP-420,47,-6.16
model_01_psef_protein,milrinone,1,-6.16
model_01_psef_protein,1-hexadecanal,23,-6.16
model_01_psef_protein,3-deazaadenosine,93,-6.16
model_01_psef_protein,ephedrine,9,-6.15
model_01_psef_protein,lauric-diethanolamide,7,-6.15
model_01_psef_protein,pelrinone,33,-6.15
model_01_psef_protein,medetomidine,10,-6.15
model_01_psef_protein,felbamate,49,-6.15
model_01_psef_protein,riodipine,44,-6.15
model_01_psef_protein,pramiracetam,31,-6.15
model_01_psef_protein,azathioprine,61,-6.15
model_01_psef_protein,metirosine,12,-6.14
model_01_psef_protein,tyrphostin-AG-99,46,-6.14
model_01_psef_protein,lidocaine,6,-6.14
model_01_psef_protein,trapidil,9,-6.14
model_01_psef_protein,ticarcillin,57,-6.14
model_01_psef_protein,trimethoprim,40,-6.14
model_01_psef_protein,oxfenicine,96,-6.14
model_01_psef_protein,CH-170,9,-6.14
model_01_psef_protein,clonidine,1,-6.13
model_01_psef_protein,TG-003,3,-6.13
model_01_psef_protein,swainsonine,2,-6.13
model_01_psef_protein,idazoxan,13,-6.13
model_01_psef_protein,flutamide,36,-6.12
model_01_psef_protein,telbivudine,82,-6.12
model_01_psef_protein,enilconazole,37,-6.12
model_01_psef_protein,midafotel,57,-6.12
model_01_psef_protein,cladribine,84,-6.12
model_01_psef_protein,ODQ,3,-6.12
model_01_psef_protein,SP-100030,70,-6.11
model_01_psef_protein,fdcyd,51,-6.11
model_01_psef_protein,RX-3117,40,-6.11
model_01_psef_protein,ribavirin,35,-6.11
model_01_psef_protein,cinflumide,35,-6.11
model_01_psef_protein,amantadine,15,-6.1
model_01_psef_protein,vanitiolide,85,-6.1
model_01_psef_protein,debrisoquin,1,-6.1
model_01_psef_protein,TCID,8,-6.1
model_01_psef_protein,plumbagin,1,-6.1
model_01_psef_protein,diazoxide,2,-6.09
model_01_psef_protein,chiniofon,48,-6.09
model_01_psef_protein,amezinium,32,-6.09
model_01_psef_protein,gastrodin,51,-6.09
model_01_psef_protein,pirfenidone,1,-6.09
model_01_psef_protein,fipronil,80,-6.08
model_01_psef_protein,butalbital,38,-6.08
model_01_psef_protein,deoxyepinephrine,94,-6.08
model_01_psef_protein,ORG-26576,3,-6.08
model_01_psef_protein,API-1,29,-6.08
model_01_psef_protein,tiludronate,12,-6.08
model_01_psef_protein,carbaril,7,-6.07
model_01_psef_protein,SMER-28,87,-6.07
model_01_psef_protein,D-phenylalanine,87,-6.07
model_01_psef_protein,sangivamycin,36,-6.07
model_01_psef_protein,chloramine-T,21,-6.07
model_01_psef_protein,octodrine,85,-6.07
model_01_psef_protein,ibuprofen,2,-6.07
model_01_psef_protein,PR-619,45,-6.07
model_01_psef_protein,hexylresorcinol,21,-6.06
model_01_psef_protein,lisofylline,51,-6.06
model_01_psef_protein,stattic,9,-6.06
model_01_psef_protein,malotilate,10,-6.06
model_01_psef_protein,chlorquinaldol,1,-6.06
model_01_psef_protein,plovamer-acetate,87,-6.06
model_01_psef_protein,lofexidine,1,-6.06
model_01_psef_protein,bonaphthone,1,-6.06
model_01_psef_protein,imidacloprid,10,-6.06
model_01_psef_protein,amidopyrine,8,-6.05
model_01_psef_protein,dimpylate,28,-6.05
model_01_psef_protein,SBHA,65,-6.05
model_01_psef_protein,gramine,2,-6.05
model_01_psef_protein,p-dimethylinamyl-benzoate,55,-6.05
model_01_psef_protein,lobendazole,20,-6.05
model_01_psef_protein,desoxypeganine,1,-6.05
model_01_psef_protein,thiamylal,51,-6.05
model_01_psef_protein,leonurine,63,-6.05
model_01_psef_protein,AAI101,28,-6.05
model_01_psef_protein,droxidopa,55,-6.05
model_01_psef_protein,hydralazine,47,-6.05
model_01_psef_protein,methsuximide,4,-6.04
model_01_psef_protein,chlorphensin-carbamate,69,-6.04
model_01_psef_protein,lipoamide,63,-6.04
model_01_psef_protein,chlorpyrifos,22,-6.04
model_01_psef_protein,halazone,98,-6.04
model_01_psef_protein,immepip,52,-6.04
model_01_psef_protein,perindoprilat,94,-6.04
model_01_psef_protein,bretylium,37,-6.03
model_01_psef_protein,isobutamben,31,-6.03
model_01_psef_protein,dodecyl-sulfate,3,-6.03
model_01_psef_protein,mebrofenin,73,-6.03
model_01_psef_protein,"5-amino-3-D-ribofuranosylthiazolo[4,5-d]pyrimidin-2,7(3H,6H)-dione",94,-6.03
model_01_psef_protein,celgosivir,60,-6.02
model_01_psef_protein,methazolamide,35,-6.02
model_01_psef_protein,IBC-293,7,-6.02
model_01_psef_protein,saccharin,56,-6.02
model_01_psef_protein,flumequine,2,-6.02
model_01_psef_protein,triciribine-phosphate,69,-6.02
model_01_psef_protein,procarbazine,35,-6.02
model_01_psef_protein,benurestat,29,-6.02
model_01_psef_protein,2-pyridylethylamine,89,-6.02
model_01_psef_protein,3-hydroxy-3-phenylpentanamide,67,-6.02
model_01_psef_protein,NU-1025,96,-6.02
model_01_psef_protein,methyldopa,5,-6.01
model_01_psef_protein,menadione,1,-6.01
model_01_psef_protein,ozagrel,21,-6.01
model_01_psef_protein,bupicomide,97,-6.01
model_01_psef_protein,dexmedetomidine,1,-6.01
model_01_psef_protein,QX-222,14,-6.01
model_01_psef_protein,oltipraz,28,-6.01
model_01_psef_protein,molsidomine,93,-6.0
model_01_psef_protein,"N-methyl-(-)ephedrine-[1R,2S]",6,-6.0
model_01_psef_protein,SD-169,11,-6.0
model_01_psef_protein,cordycepin,58,-5.99
model_01_psef_protein,xylazine,3,-5.98
model_01_psef_protein,SR-1078,13,-5.98
model_01_psef_protein,etebenecid,17,-5.98
model_01_psef_protein,todralazine,72,-5.98
model_01_psef_protein,salidroside,39,-5.97
model_01_psef_protein,alrestatin,13,-5.97
model_01_psef_protein,CTP-control,98,-5.97
model_01_psef_protein,pifithrin-mu,19,-5.97
model_01_psef_protein,fludarabine-phosphate,31,-5.97
model_01_psef_protein,carbendazim,13,-5.97
model_01_psef_protein,clofibrate,2,-5.97
model_01_psef_protein,fenaclon,92,-5.97
model_01_psef_protein,ICA-069673,17,-5.97
model_01_psef_protein,phenylephrine,99,-5.96
model_01_psef_protein,N6-methyladenosine,90,-5.96
model_01_psef_protein,propofol,15,-5.96
model_01_psef_protein,C34,59,-5.96
model_01_psef_protein,nitrofurantoin,6,-5.96
model_01_psef_protein,KBG,13,-5.96
model_01_psef_protein,adefovir,47,-5.96
model_01_psef_protein,cinoxate,63,-5.96
model_01_psef_protein,sulfanilamide,66,-5.96
model_01_psef_protein,CHPG,13,-5.96
model_01_psef_protein,phenprobamate,19,-5.96
model_01_psef_protein,clioquinol,30,-5.95
model_01_psef_protein,dideoxyadenosine,70,-5.95
model_01_psef_protein,meclofenoxate,71,-5.95
model_01_psef_protein,acetazolamide,20,-5.95
model_01_psef_protein,DCEBIO,32,-5.95
model_01_psef_protein,psoralen,41,-5.94
model_01_psef_protein,crotamiton,67,-5.94
model_01_psef_protein,nitrofurazone,11,-5.94
model_01_psef_protein,decamethonium,17,-5.94
model_01_psef_protein,butylidenephthalide,4,-5.94
model_01_psef_protein,argireline,39,-5.93
model_01_psef_protein,furvina,23,-5.93
model_01_psef_protein,nerbacadol,96,-5.93
model_01_psef_protein,FG-2216,15,-5.93
model_01_psef_protein,dihydroxyphenylglycine,66,-5.93
model_01_psef_protein,DNQX,92,-5.93
model_01_psef_protein,glutathione-monoisopropyl-ester,20,-5.92
model_01_psef_protein,pentoxifylline,11,-5.92
model_01_psef_protein,zardaverine,11,-5.92
model_01_psef_protein,K-MAP,78,-5.92
model_01_psef_protein,QX-314,28,-5.92
model_01_psef_protein,MS-424,64,-5.92
model_01_psef_protein,MR-948,83,-5.91
model_01_psef_protein,broxyquinoline,29,-5.91
model_01_psef_protein,acitazanolast,1,-5.91
model_01_psef_protein,loxistatin-acid,87,-5.91
model_01_psef_protein,sapropterin,60,-5.91
model_01_psef_protein,flunixin-meglumin,93,-5.91
model_01_psef_protein,diethyltoluamide,1,-5.9
model_01_psef_protein,etofenamate,65,-5.9
model_01_psef_protein,hyaluronic-acid,46,-5.9
model_01_psef_protein,morinidazole,84,-5.9
model_01_psef_protein,ligustilide,90,-5.9
model_01_psef_protein,PBI-4050,58,-5.89
model_01_psef_protein,para-toluenesulfonamide,6,-5.89
model_01_psef_protein,tyrphostin-AG-18,22,-5.89
model_01_psef_protein,edaravone,80,-5.89
model_01_psef_protein,thiorphan,53,-5.89
model_01_psef_protein,epinephrine,95,-5.89
model_01_psef_protein,acivicin,74,-5.89
model_01_psef_protein,deoxyarbutin,7,-5.89
model_01_psef_protein,ozolinone,50,-5.89
model_01_psef_protein,bergapten,30,-5.89
model_01_psef_protein,U-0521,9,-5.89
model_01_psef_protein,NSC-3852,82,-5.88
model_01_psef_protein,sobrepin,20,-5.88
model_01_psef_protein,phensuximide,78,-5.88
model_01_psef_protein,caricotamide,43,-5.87
model_01_psef_protein,dazoxiben,15,-5.87
model_01_psef_protein,phenazone,1,-5.86
model_01_psef_protein,salsolinol-1-carboxylic-acid,89,-5.86
model_01_psef_protein,monosodium-alpha-luminol,1,-5.86
model_01_psef_protein,butylphthalide,58,-5.86
model_01_psef_protein,carumonam,17,-5.86
model_01_psef_protein,4-methylhistamine,71,-5.86
model_01_psef_protein,tioguanine,10,-5.85
model_01_psef_protein,pyrantel-pamoate,15,-5.85
model_01_psef_protein,eucalyptol,1,-5.85
model_01_psef_protein,triapine,5,-5.85
model_01_psef_protein,pentostatin,11,-5.85
model_01_psef_protein,Ro-5263397,40,-5.85
model_01_psef_protein,SQ-22536,5,-5.85
model_01_psef_protein,mephenytoin,8,-5.85
model_01_psef_protein,vidarabine,81,-5.85
model_01_psef_protein,lofemizole,97,-5.84
model_01_psef_protein,stepronin,32,-5.84
model_01_psef_protein,actinoquinol,73,-5.84
model_01_psef_protein,bitoscanate,1,-5.84
model_01_psef_protein,alpha-methylhistamine-dihydrobromide-(R)-(-),92,-5.84
model_01_psef_protein,guancydine,25,-5.84
model_01_psef_protein,4-mu-8C,7,-5.83
model_01_psef_protein,terpene,7,-5.83
model_01_psef_protein,MC-1,82,-5.83
model_01_psef_protein,arecaidine-propargyl-ester,85,-5.83
model_01_psef_protein,niflumic-acid,60,-5.83
model_01_psef_protein,etosalamide,48,-5.83
model_01_psef_protein,detomidine,10,-5.82
model_01_psef_protein,KP-1212,90,-5.82
model_01_psef_protein,verdiperstat,40,-5.82
model_01_psef_protein,fluconazole,49,-5.82
model_01_psef_protein,2-aminobenzenesulfonamide,12,-5.82
model_01_psef_protein,nicotine,1,-5.82
model_01_psef_protein,VP-20629,61,-5.82
model_01_psef_protein,sorbinil,9,-5.81
model_01_psef_protein,apricitabine,96,-5.81
model_01_psef_protein,pidotimod,1,-5.81
model_01_psef_protein,chlorothymol,25,-5.8
model_01_psef_protein,indole-3-pyrubate,52,-5.8
model_01_psef_protein,protionamide,88,-5.8
model_01_psef_protein,NM107,59,-5.8
model_01_psef_protein,tranexamic-acid,8,-5.79
model_01_psef_protein,chloroxoquinoline,5,-5.78
model_01_psef_protein,zeatin,15,-5.78
model_01_psef_protein,amiprilose,42,-5.78
model_01_psef_protein,gabapentin,76,-5.78
model_01_psef_protein,perzinfotel,38,-5.77
model_01_psef_protein,dipeptamin,81,-5.77
model_01_psef_protein,dinitolmide,64,-5.76
model_01_psef_protein,alafosfalin,33,-5.76
model_01_psef_protein,AMPA-(RS),58,-5.76
model_01_psef_protein,idramantone,2,-5.76
model_01_psef_protein,tiabendazole,2,-5.76
model_01_psef_protein,apronal,47,-5.76
model_01_psef_protein,mizoribine,47,-5.76
model_01_psef_protein,butylated-hydroxyanisole,4,-5.76
model_01_psef_protein,moprolol,43,-5.76
model_01_psef_protein,chlorindanol,6,-5.76
model_01_psef_protein,talsaclidine,41,-5.75
model_01_psef_protein,suritozole,77,-5.75
model_01_psef_protein,biotin,86,-5.75
model_01_psef_protein,butamben,22,-5.75
model_01_psef_protein,isometheptene-mucate,87,-5.74
model_01_psef_protein,aklomide,4,-5.74
model_01_psef_protein,pargyline,76,-5.74
model_01_psef_protein,amiloride,1,-5.74
model_01_psef_protein,decitabine,60,-5.73
model_01_psef_protein,mecamylamine,93,-5.73
model_01_psef_protein,BRL-50481,96,-5.73
model_01_psef_protein,inosine,1,-5.73
model_01_psef_protein,alpha-methylhistamine-dihydrobromide-(S)-(+),90,-5.73
model_01_psef_protein,cyromazine,29,-5.73
model_01_psef_protein,edrophonium,52,-5.72
model_01_psef_protein,mirogabalin-besylate,89,-5.72
model_01_psef_protein,RWJ-21757,1,-5.72
model_01_psef_protein,chloroxine,82,-5.71
model_01_psef_protein,betazole,50,-5.71
model_01_psef_protein,fenthion,22,-5.7
model_01_psef_protein,daphnetin,1,-5.7
model_01_psef_protein,thymol,22,-5.7
model_01_psef_protein,kasugamycin,71,-5.7
model_01_psef_protein,adelmidrol,34,-5.69
model_01_psef_protein,miglustat,71,-5.69
model_01_psef_protein,pempidine,1,-5.69
model_01_psef_protein,muscimol,49,-5.69
model_01_psef_protein,erbstatin-analog,23,-5.69
model_01_psef_protein,sulmetozine,14,-5.68
model_01_psef_protein,amrinone,56,-5.68
model_01_psef_protein,butyl-paraben,11,-5.68
model_01_psef_protein,GW274150,86,-5.67
model_01_psef_protein,abametapir,1,-5.67
model_01_psef_protein,ibotenic-acid,4,-5.67
model_01_psef_protein,bucetin,61,-5.67
model_01_psef_protein,cantharidin,1,-5.67
model_01_psef_protein,trimetozine,6,-5.66
model_01_psef_protein,N-acetyl-tyrosine,81,-5.66
model_01_psef_protein,"2,3-cis_exo-pinanediol",1,-5.65
model_01_psef_protein,cloxyquin,1,-5.65
model_01_psef_protein,pinanediol,27,-5.65
model_01_psef_protein,levomenthol,7,-5.65
model_01_psef_protein,pilocarpine,64,-5.65
model_01_psef_protein,2-deoxy-2-([methyl(nitroso)carbamoyl]amino)hexose,32,-5.65
model_01_psef_protein,thiamet-g,63,-5.64
model_01_psef_protein,K-247,96,-5.64
model_01_psef_protein,ethamivan,8,-5.64
model_01_psef_protein,mimosine,64,-5.64
model_01_psef_protein,SCH-51344,15,-5.64
model_01_psef_protein,hydrastinine,11,-5.63
model_01_psef_protein,metharbital,71,-5.63
model_01_psef_protein,cyclocytidine,6,-5.63
model_01_psef_protein,tinidazole,58,-5.63
model_01_psef_protein,hymecromone,86,-5.62
model_01_psef_protein,nitromide,35,-5.61
model_01_psef_protein,bromisoval,11,-5.61
model_01_psef_protein,adenosine,59,-5.61
model_01_psef_protein,cytarabine,91,-5.61
model_01_psef_protein,CCMQ,42,-5.61
model_01_psef_protein,7-chlorokynurenic-acid,62,-5.61
model_01_psef_protein,nitrosodimethylurea,25,-5.61
model_01_psef_protein,trepibutone,40,-5.61
model_01_psef_protein,WY-16922,18,-5.6
model_01_psef_protein,valrocemide,61,-5.6
model_01_psef_protein,oxotremorine-M,94,-5.6
model_01_psef_protein,tasuldine,62,-5.6
model_01_psef_protein,arecaidine-but-2-ynyl-ester,20,-5.59
model_01_psef_protein,FK-409,60,-5.59
model_01_psef_protein,minodronic-acid,91,-5.59
model_01_psef_protein,D-limonene,14,-5.59
model_01_psef_protein,ethopabate,4,-5.58
model_01_psef_protein,2-iodohippuric-acid,47,-5.58
model_01_psef_protein,begacestat,78,-5.58
model_01_psef_protein,camphor-(+),1,-5.58
model_01_psef_protein,2'-C-methylguanosine,82,-5.58
model_01_psef_protein,L-citrulline,9,-5.58
model_01_psef_protein,tolazoline,1,-5.58
model_01_psef_protein,CPP,91,-5.57
model_01_psef_protein,modaline,10,-5.57
model_01_psef_protein,fosfluconazole,85,-5.57
model_01_psef_protein,SY-640,3,-5.57
model_01_psef_protein,ethyl-2-(carbamoyloxy)benzoate,68,-5.57
model_01_psef_protein,aceclidine,36,-5.57
model_01_psef_protein,isosorbide-dinitrate,45,-5.56
model_01_psef_protein,DR-2313,52,-5.56
model_01_psef_protein,brolitene,30,-5.56
model_01_psef_protein,genipin,67,-5.56
model_01_psef_protein,nalidixic-acid,30,-5.56
model_01_psef_protein,dicloralurea,73,-5.56
model_01_psef_protein,zebularine,17,-5.55
model_01_psef_protein,picolamine,32,-5.55
model_01_psef_protein,"5,7-dichlorokynurenic-acid",4,-5.55
model_01_psef_protein,IBMX,6,-5.55
model_01_psef_protein,bemegride,8,-5.55
model_01_psef_protein,safranal,45,-5.55
model_01_psef_protein,afalanine,64,-5.55
model_01_psef_protein,cyclamic-acid,50,-5.55
model_01_psef_protein,alibendol,77,-5.54
model_01_psef_protein,hordenine,73,-5.54
model_01_psef_protein,fenipentol,41,-5.54
model_01_psef_protein,antioxine,1,-5.54
model_01_psef_protein,4-chlorophenylguanidine,2,-5.53
model_01_psef_protein,cevimeline,5,-5.53
model_01_psef_protein,"3,5-DHPG-(S)",31,-5.53
model_01_psef_protein,MMPX,62,-5.53
model_01_psef_protein,MNITMT,9,-5.52
model_01_psef_protein,ethotoin,2,-5.52
model_01_psef_protein,HA-966-(S)-(-),6,-5.52
model_01_psef_protein,amyl-nitrite,25,-5.52
model_01_psef_protein,3-deazauridine,27,-5.52
model_01_psef_protein,uracil-mustard,65,-5.52
model_01_psef_protein,beclamide,4,-5.52
model_01_psef_protein,phenelzine,1,-5.51
model_01_psef_protein,perchlozone,17,-5.51
model_01_psef_protein,putrescine,54,-5.51
model_01_psef_protein,salicin,74,-5.5
model_01_psef_protein,"2,6-dimethylpiperidine",1,-5.5
model_01_psef_protein,beta-naphthol,5,-5.5
model_01_psef_protein,zalcitabine,31,-5.5
model_01_psef_protein,ifosfamide,19,-5.5
model_01_psef_protein,doxofylline,83,-5.49
model_01_psef_protein,diethylcarbamazine,1,-5.49
model_01_psef_protein,methenamine,1,-5.49
model_01_psef_protein,glycerol-monolaurate,71,-5.49
model_01_psef_protein,febuprol,95,-5.48
model_01_psef_protein,furazolidone,97,-5.47
model_01_psef_protein,guanosine,79,-5.47
model_01_psef_protein,isbufylline,6,-5.46
model_01_psef_protein,carbidopa,20,-5.46
model_01_psef_protein,disulfiram,10,-5.46
model_01_psef_protein,diroximel-fumarate,22,-5.46
model_01_psef_protein,AMPA-(S),97,-5.46
model_01_psef_protein,tributyrin,52,-5.46
model_01_psef_protein,ethenzamide,64,-5.46
model_01_psef_protein,tuaminoheptane,80,-5.45
model_01_psef_protein,lodenosine,86,-5.45
model_01_psef_protein,L-quisqualic-acid,16,-5.45
model_01_psef_protein,fludarabine,53,-5.45
model_01_psef_protein,medorinone,2,-5.45
model_01_psef_protein,ethionamide,8,-5.45
model_01_psef_protein,PETCM,50,-5.45
model_01_psef_protein,didanosine,30,-5.45
model_01_psef_protein,E-64,70,-5.44
model_01_psef_protein,castanospermine,90,-5.44
model_01_psef_protein,perillyl-alcohol,97,-5.44
model_01_psef_protein,U-0124,13,-5.44
model_01_psef_protein,carzenide,3,-5.44
model_01_psef_protein,cinoxacin,1,-5.44
model_01_psef_protein,4-tert-butylphenol,77,-5.43
model_01_psef_protein,pentylenetetrazol,7,-5.43
model_01_psef_protein,"3,4-methylenedioxy-beta-nitrostyrene",4,-5.43
model_01_psef_protein,cotinine,10,-5.43
model_01_psef_protein,trimethylolpropane-triacrylate,18,-5.43
model_01_psef_protein,L-NIL,6,-5.43
model_01_psef_protein,tretazicar,7,-5.43
model_01_psef_protein,indole-3-carbinol,54,-5.42
model_01_psef_protein,betahistine,33,-5.41
model_01_psef_protein,glucosamine,61,-5.41
model_01_psef_protein,histamine,73,-5.41
model_01_psef_protein,propoxur,46,-5.41
model_01_psef_protein,methocarbamol,19,-5.41
model_01_psef_protein,lindane,68,-5.41
model_01_psef_protein,acifran,6,-5.4
model_01_psef_protein,alclofenac,54,-5.4
model_01_psef_protein,CI-844,52,-5.4
model_01_psef_protein,rucinol,96,-5.4
model_01_psef_protein,kinetin,1,-5.4
model_01_psef_protein,emorfazone,7,-5.4
model_01_psef_protein,coumarin,37,-5.39
model_01_psef_protein,7-nitroindazole,2,-5.39
model_01_psef_protein,carsalam,53,-5.39
model_01_psef_protein,targinine,18,-5.39
model_01_psef_protein,propylparaben,19,-5.39
model_01_psef_protein,diacetamate,43,-5.39
model_01_psef_protein,moxonidine,26,-5.38
model_01_psef_protein,ftorafur,2,-5.38
model_01_psef_protein,vanillylacetone,69,-5.38
model_01_psef_protein,uridine-5'-triphosphate,53,-5.38
model_01_psef_protein,hexamethylenebisacetamide,33,-5.37
model_01_psef_protein,succinylcholine-chloride,28,-5.37
model_01_psef_protein,HA-966-(R)-(+),38,-5.36
model_01_psef_protein,copper-histidine,10,-5.36
model_01_psef_protein,velaresol,36,-5.36
model_01_psef_protein,niridazole,73,-5.35
model_01_psef_protein,oxyquinoline,3,-5.35
model_01_psef_protein,GAL-021,62,-5.34
model_01_psef_protein,"cis-exo-camphanediol-2,3",66,-5.33
model_01_psef_protein,acadesine,78,-5.33
model_01_psef_protein,mifobate,74,-5.33
model_01_psef_protein,WP921,76,-5.33
model_01_psef_protein,DU-728,17,-5.33
model_01_psef_protein,pikamilone,34,-5.32
model_01_psef_protein,gly-gln,10,-5.32
model_01_psef_protein,pyrithyldione,44,-5.32
model_01_psef_protein,Proxyphylline,17,-5.32
model_01_psef_protein,imetit,31,-5.31
model_01_psef_protein,chloramphenicol-sodium-succinate,14,-5.31
model_01_psef_protein,benzo[d]thiazole-2(3H)-thione,35,-5.31
model_01_psef_protein,actarit,53,-5.31
model_01_psef_protein,CRT0044876,17,-5.31
model_01_psef_protein,letosteine,75,-5.3
model_01_psef_protein,cycloserine-(D),61,-5.29
model_01_psef_protein,riluzole,52,-5.29
model_01_psef_protein,lauric-acid,9,-5.29
model_01_psef_protein,dextrorotation-nimorazole-phosphate-ester,69,-5.29
model_01_psef_protein,phenethyl-isothiocyanate,15,-5.29
model_01_psef_protein,1-EBIO,1,-5.29
model_01_psef_protein,PX-12,32,-5.29
model_01_psef_protein,CGP-37849,90,-5.29
model_01_psef_protein,allantoin,6,-5.29
model_01_psef_protein,acesulfame-potassium,14,-5.28
model_01_psef_protein,levetiracetam,6,-5.27
model_01_psef_protein,milacemide,96,-5.27
model_01_psef_protein,benzocaine,20,-5.26
model_01_psef_protein,3-MATIDA,79,-5.26
model_01_psef_protein,tioxolone,74,-5.26
model_01_psef_protein,1-deoxymannojirimycin,37,-5.25
model_01_psef_protein,salicylamide,66,-5.25
model_01_psef_protein,BL-5583,28,-5.25
model_01_psef_protein,iproniazid,14,-5.24
model_01_psef_protein,bucillamine,45,-5.24
model_01_psef_protein,etifenin,24,-5.23
model_01_psef_protein,SKF-91488,39,-5.23
model_01_psef_protein,CB-10-277,8,-5.22
model_01_psef_protein,paeonol,90,-5.22
model_01_psef_protein,zoxazolamine,81,-5.22
model_01_psef_protein,voglibose,16,-5.22
model_01_psef_protein,trofosfamide,15,-5.22
model_01_psef_protein,tetroquinone,1,-5.22
model_01_psef_protein,etofylline,10,-5.21
model_01_psef_protein,chlorzoxazone,12,-5.21
model_01_psef_protein,pyridoxine,64,-5.21
model_01_psef_protein,tempol,3,-5.21
model_01_psef_protein,"2,4-dinitrochlorobenzene",84,-5.2
model_01_psef_protein,methyl-aminolevulinate,45,-5.2
model_01_psef_protein,rolziracetam,25,-5.2
model_01_psef_protein,phenacetin,16,-5.2
model_01_psef_protein,nitroxoline,9,-5.2
model_01_psef_protein,"2,3-cis_exo-camphanediol",41,-5.2
model_01_psef_protein,temozolomide,17,-5.19
model_01_psef_protein,RRx-001,42,-5.19
model_01_psef_protein,UBP-296,22,-5.19
model_01_psef_protein,cyclophosphamide,78,-5.19
model_01_psef_protein,clopidol,6,-5.19
model_01_psef_protein,snog,46,-5.19
model_01_psef_protein,sucralose,76,-5.19
model_01_psef_protein,metacetamol,8,-5.18
model_01_psef_protein,3-amino-benzamide,34,-5.18
model_01_psef_protein,foxy-5,37,-5.18
model_01_psef_protein,SNAP,69,-5.17
model_01_psef_protein,betamipron,62,-5.17
model_01_psef_protein,allopurinol-riboside,23,-5.17
model_01_psef_protein,kynurenic-acid,62,-5.17
model_01_psef_protein,thioctic-acid,14,-5.17
model_01_psef_protein,chromocarb,40,-5.17
model_01_psef_protein,coenzyme-A,42,-5.16
model_01_psef_protein,chloralose,65,-5.15
model_01_psef_protein,isosorbide-mononitrate,6,-5.15
model_01_psef_protein,CHC,10,-5.13
model_01_psef_protein,linalool,98,-5.13
model_01_psef_protein,ANR-94,19,-5.13
model_01_psef_protein,trans-2-undecenoic-acid,72,-5.13
model_01_psef_protein,arecoline,28,-5.13
model_01_psef_protein,APR-246,30,-5.12
model_01_psef_protein,2-hydroxyethyl-salicylate,79,-5.12
model_01_psef_protein,procodazole,9,-5.12
model_01_psef_protein,hexamethonium,64,-5.12
model_01_psef_protein,meta-cresyl-acetate,4,-5.12
model_01_psef_protein,dipyrocetyl,9,-5.11
model_01_psef_protein,salicyl-alcohol,53,-5.11
model_01_psef_protein,tetrazol-5-yl-glycine-(RS),90,-5.11
model_01_psef_protein,arundic-acid,98,-5.11
model_01_psef_protein,sodium-nitrite,4,-5.11
model_01_psef_protein,eniluracil,1,-5.11
model_01_psef_protein,N-alpha-methylhistamine-dihydrochloride,99,-5.1
model_01_psef_protein,NDD-094,45,-5.1
model_01_psef_protein,chlorphenesin,59,-5.1
model_01_psef_protein,penicillamine-(D),10,-5.1
model_01_psef_protein,ethosuximide,12,-5.1
model_01_psef_protein,sulbactam,1,-5.1
model_01_psef_protein,penicillamine-(racemic),47,-5.1
model_01_psef_protein,4-HQN,9,-5.1
